DATATYPE	 3 Dimensional Data
XYZUNITS	 Nanometer;Nanometer;Emission
DECIMALSYMBOL	 ,
X/Y	220,0	225,0	230,0	235,0	240,0	245,0	250,0	255,0	260,0	265,0	270,0	275,0	280,0	285,0	290,0	295,0	300,0	305,0	310,0	315,0	320,0	325,0	330,0	335,0	340,0	345,0	350,0	355,0	360,0	365,0	370,0	375,0	380,0	385,0	390,0	395,0	400,0	405,0	410,0	415,0	420,0	425,0	430,0	435,0	440,0	445,0	450,0	455,0	460,0	465,0	470,0	475,0	480,0	485,0	490,0	495,0	500,0
220,0	179,458	216,428	17,754	1,835	1,315	1,357	1,069	1,211	0,964	0,644	0,484	0,547	0,290	0,288	0,202	0,262	0,250	0,163	0,032	0,055	-0,001	0,045	-0,161	-0,109	-0,010	-0,087	0,002	-0,068	0,016	0,229	-0,066	-0,041	-0,151	-0,153	-0,257	-0,137	-0,314	-0,164	0,038	-0,022	-0,194	0,245	3,815	9,029	9,020	4,688	0,481	-0,074	-0,215	-0,323	-0,116	-0,120	-0,041	-0,261	-0,173	-0,012	0,223
221,0	179,068	239,398	24,181	1,273	0,967	1,165	1,128	1,406	1,093	0,682	0,660	0,725	0,288	0,886	0,324	0,091	0,397	-0,191	0,067	-0,079	0,023	-0,053	-0,047	-0,143	-0,083	-0,062	-0,014	-0,080	-0,023	-0,075	0,103	-0,089	-0,166	0,142	-0,208	-0,101	-0,177	-0,345	0,036	0,024	-0,287	0,540	3,370	8,395	10,683	6,032	0,699	-0,253	-0,221	-0,374	-0,293	-0,117	-0,297	-0,220	-0,009	-0,006	0,245
222,0	125,330	293,830	49,775	1,488	1,215	1,379	1,299	1,128	1,195	0,632	0,647	0,416	0,300	0,930	0,230	0,313	0,180	-0,049	0,111	0,027	0,084	0,099	-0,001	-0,073	-0,266	-0,222	0,170	-0,034	-0,053	-0,097	0,061	0,005	-0,048	-0,188	-0,347	-0,064	-0,119	-0,157	-0,094	-0,005	-0,060	-0,127	1,823	6,555	11,097	9,359	2,836	-0,122	-0,354	-0,134	-0,329	-0,204	-0,144	-0,131	-0,176	0,037	0,110
223,0	97,907	324,232	98,237	2,470	1,175	1,166	1,251	0,673	0,942	0,529	0,562	0,669	0,331	0,449	0,481	0,278	0,267	0,065	-0,006	0,191	0,021	-0,079	-0,110	0,054	-0,095	-0,089	0,004	-0,025	0,081	0,008	-0,046	0,120	-0,307	-0,161	-0,164	-0,291	-0,112	-0,039	-0,076	-0,174	-0,154	-0,103	0,629	4,108	11,219	11,457	4,556	0,298	-0,178	-0,202	-0,103	-0,141	-0,113	-0,097	-0,179	-0,196	-0,065
224,0	71,011	348,980	151,548	4,516	1,376	1,497	1,407	1,342	1,081	1,161	0,514	0,405	0,580	0,582	0,473	0,221	0,290	0,090	0,145	0,016	-0,171	-0,183	-0,058	-0,103	-0,034	-0,024	0,003	0,145	0,162	-0,054	0,091	-0,087	-0,144	0,074	-0,061	-0,186	-0,423	-0,120	0,029	0,038	-0,245	-0,127	0,119	2,502	9,047	14,940	8,453	0,864	-0,170	-0,278	-0,282	-0,125	-0,100	-0,070	-0,198	-0,117	-0,029
225,0	33,358	315,941	266,251	17,560	1,418	1,046	1,481	1,319	1,305	0,791	0,806	0,583	0,425	0,306	0,533	0,121	0,187	0,163	0,031	0,181	-0,125	0,001	-0,042	-0,228	0,028	-0,064	0,085	0,004	-0,076	-0,120	-0,042	0,004	-0,146	-0,005	-0,034	-0,319	-0,187	-0,162	-0,100	-0,089	-0,177	-0,269	-0,184	0,961	7,561	13,987	13,195	2,991	-0,063	-0,196	-0,212	-0,085	-0,022	0,043	-0,113	-0,244	0,444
226,0	25,515	273,866	354,933	42,774	1,437	0,851	1,568	1,346	1,422	0,564	0,671	0,670	0,090	0,313	0,128	0,069	0,044	-0,025	0,153	-0,085	-0,043	0,026	0,062	-0,179	0,094	-0,179	0,074	-0,253	0,162	0,230	0,046	-0,084	-0,081	-0,191	-0,328	-0,083	-0,098	-0,346	0,101	-0,101	-0,176	-0,172	-0,214	0,536	4,217	13,350	15,451	4,405	0,588	-0,332	-0,231	-0,153	-0,080	-0,057	-0,010	0,127	-0,015
227,0	7,577	214,148	444,688	86,521	1,499	1,881	1,658	1,006	1,248	0,703	0,861	0,675	0,266	0,324	0,278	0,170	0,212	0,455	0,143	0,002	0,026	0,081	-0,086	-0,285	0,140	0,059	-0,069	0,057	0,005	-0,024	-0,019	-0,091	-0,172	-0,348	-0,155	-0,109	-0,160	-0,269	-0,175	0,104	-0,048	-0,267	-0,031	0,158	2,375	11,343	16,353	9,202	1,791	-0,207	0,008	-0,208	0,058	-0,015	0,018	0,057	-0,030
228,0	3,631	167,335	488,143	145,844	4,039	0,914	1,175	0,889	1,229	0,481	0,905	0,576	0,536	0,455	0,267	0,277	0,125	0,110	0,205	0,119	-0,105	0,084	0,070	-0,172	0,018	-0,077	-0,047	-0,144	0,017	0,037	-0,103	-0,046	0,056	-0,167	-0,413	-0,174	-0,145	-0,312	-0,427	-0,097	0,059	0,029	0,025	-0,171	0,897	7,201	15,797	13,879	3,421	0,041	-0,205	-0,195	-0,156	-0,086	-0,130	0,051	0,110
